date,observed_flow,open_loop_flow,assimilated_flow
2023-01-01,10.5,0.0,4.429244811761837
2023-01-02,12.2,0.0,4.449324945994806
2023-01-03,25.8,0.18108539094650203,6.908128701141935
2023-01-04,60.1,2.6887679732510277,19.75030188341384
2023-01-05,85.3,5.755746580864196,64.43990136765302
2023-01-06,70.6,2.6276140614593957,26.737282031205133
2023-01-07,50.2,0.6308398159511728,8.629013968699883
2023-01-08,35.1,0.5362138435584969,6.793037000663989
2023-01-09,30.5,1.207589973873248,13.585600355008754
2023-01-10,38.0,4.630369846733499,36.49006966661231
2023-01-11,65.7,14.606611570598405,97.23316873798366
2023-01-12,120.4,21.537186209533065,106.3933986052794
2023-01-13,150.2,10.740519984415782,43.49919301914105
2023-01-14,110.9,5.858576738908832,20.74700073493538
2023-01-15,80.3,2.690392278313101,9.167115136948444
2023-01-16,60.1,2.2868334365661362,7.384189904149397
2023-01-17,45.6,1.943808421081216,6.091971606780538
2023-01-18,48.2,4.927796321269348,13.189043924691003
2023-01-19,62.9,5.502413393620094,19.81851342562517
2023-01-20,55.4,5.552493021235762,25.6151984092905
2023-01-21,42.8,2.3433165500659845,6.427127583343478
2023-01-22,35.7,1.4881426971100062,5.235164865049875
2023-01-23,30.1,1.2649212925435052,4.506107422658606
2023-01-24,25.8,1.0751830986619795,3.9130580157362242
2023-01-25,32.4,3.9128948908144747,29.806823101268265
2023-01-26,75.1,6.141666451972978,46.556852364116494
2023-01-27,90.6,7.0744776785626255,45.09116618229473
2023-01-28,72.3,3.869598273864624,18.242196129338176
2023-01-29,55.9,1.4042367882614357,5.875877429055736
2023-01-30,45.0,1.1936012700222205,4.93647090247965
