date,observed_flow,open_loop_flow,assimilated_flow
2023-01-01,10.5,0.0,3.869451292992052
2023-01-02,12.2,0.0,3.78266733150603
2023-01-03,25.8,0.18108539094650203,5.682925657654274
2023-01-04,60.1,2.6887679732510277,23.21026757587689
2023-01-05,85.3,5.755746580864196,63.464316177306905
2023-01-06,70.6,2.6276140614593957,25.878155954015156
2023-01-07,50.2,0.6308398159511728,7.799707391205037
2023-01-08,35.1,0.5362138435584969,6.140967047193296
2023-01-09,30.5,1.207589973873248,12.875372029349515
2023-01-10,38.0,4.630369846733499,49.98090568222656
2023-01-11,65.7,14.606611570598405,92.31623889366683
2023-01-12,120.4,21.537186209533065,99.48444042549039
2023-01-13,150.2,10.740519984415782,41.89179647862754
2023-01-14,110.9,5.858576738908832,19.897463707128832
2023-01-15,80.3,2.690392278313101,9.111264966820485
2023-01-16,60.1,2.2868334365661362,7.0775303938610135
2023-01-17,45.6,1.943808421081216,6.048413510418035
2023-01-18,48.2,4.927796321269348,13.705515499259878
2023-01-19,62.9,5.502413393620094,17.97429856427397
2023-01-20,55.4,5.552493021235762,19.442073604232775
2023-01-21,42.8,2.3433165500659845,6.640629987530513
2023-01-22,35.7,1.4881426971100062,4.003849669468315
2023-01-23,30.1,1.2649212925435052,3.479106729624853
2023-01-24,25.8,1.0751830986619795,3.048475537406002
2023-01-25,32.4,3.9128948908144747,14.670336613522837
2023-01-26,75.1,6.141666451972978,35.91363566421475
2023-01-27,90.6,7.0744776785626255,43.69431842288104
2023-01-28,72.3,3.869598273864624,18.311893754232422
2023-01-29,55.9,1.4042367882614357,4.821738404505697
2023-01-30,45.0,1.1936012700222205,4.164156363622919
